Tanggal Penjualan,ID Produk,Nama Produk,Kategori,Jumlah Terjual,Harga Satuan,Total Penjualan,HPP Satuan,Total HPP,Profit,Margin (%),Period Status
2023-09-16,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,30000,30000,10000,25.0,Normal
2023-09-16,25,Gantungan Kunci Lucu,Aksesori Umum,4,5000,20000,3000,12000,8000,40.0,Normal
2023-09-17,39,Tenda Lipat 2 Orang,Outdoor & Travel,1,160000,160000,122000,122000,38000,23.75,Normal
2023-09-17,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,36000,36000,14000,28.0,Normal
2023-09-17,107,Hiasan Dinding Minimalis,Home & Living,1,30000,30000,22000,22000,8000,26.67,Normal
2023-09-17,105,Tempat Tisu Meja,Home & Living,2,12000,24000,8000,16000,8000,33.33,Normal
2023-09-17,66,Buku Tulis 100 Lembar,Edukasi & Hobi,3,10000,30000,7000,21000,9000,30.0,Normal
2023-09-18,78,Pembersih Lantai Cair,Kebersihan,2,20000,40000,15000,30000,10000,25.0,Normal
2023-09-18,86,Parfum Roll On,Kecantikan & Perawatan,2,15000,30000,11000,22000,8000,26.67,Normal
2023-09-18,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,58000,58000,17000,22.67,Normal
2023-09-18,72,Kabel HDMI 1.5m,Elektronik,1,25000,25000,18000,18000,7000,28.0,Normal
2023-09-19,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,1,25000,25000,19000,19000,6000,24.0,Normal
2023-09-19,47,Smartwatch Basic,Elektronik,1,120000,120000,93000,93000,27000,22.5,Normal
2023-09-19,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,17000,17000,8000,32.0,Normal
2023-09-20,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,96000,96000,34000,26.15,Normal
2023-09-20,79,Pewangi Ruangan,Kecantikan & Perawatan,2,15000,30000,10000,20000,10000,33.33,Normal
2023-09-20,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,2,25000,50000,19000,38000,12000,24.0,Normal
2023-09-20,27,Penampung Sampah Rumah,Perlengkapan Rumah,2,22000,44000,16000,32000,12000,27.27,Normal
2023-09-20,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,108000,108000,32000,22.86,Normal
2023-09-20,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,17000,34000,16000,32.0,Normal
2023-09-20,27,Penampung Sampah Rumah,Perlengkapan Rumah,2,22000,44000,16000,32000,12000,27.27,Normal
2023-09-20,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,54000,54000,21000,28.0,Normal
2023-09-21,70,Lampu Emergency,Elektronik,1,35000,35000,26000,26000,9000,25.71,Normal
2023-09-21,21,Set Sendok Garpu Emas,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-09-21,52,Charger Wireless,Elektronik,1,55000,55000,43000,43000,12000,21.82,Normal
2023-09-21,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,32000,32000,13000,28.89,Normal
2023-09-21,85,Lotion Tubuh,Kecantikan & Perawatan,2,30000,60000,21000,42000,18000,30.0,Normal
2023-09-22,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,37000,37000,13000,26.0,Normal
2023-09-22,39,Tenda Lipat 2 Orang,Outdoor & Travel,1,160000,160000,122000,122000,38000,23.75,Normal
2023-09-22,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,91000,91000,29000,24.17,Normal
2023-09-23,60,Tempat Bumbu Dapur,Alat Rumah Tangga,1,18000,18000,13000,13000,5000,27.78,Normal
2023-09-23,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,83000,83000,27000,24.55,Normal
2023-09-23,42,Kabel Data USB Type-C,Elektronik,2,12000,24000,9000,18000,6000,25.0,Normal
2023-09-23,102,Suspending Organizer,Hanger & Penyimpanan,1,20000,20000,15000,15000,5000,25.0,Normal
2023-09-24,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,26000,26000,9000,25.71,Normal
2023-09-24,57,Kipas Angin Meja,Elektronik,1,60000,60000,45000,45000,15000,25.0,Normal
2023-09-24,120,Baskom Plastik 10L,Alat Rumah Tangga,1,25000,25000,19000,19000,6000,24.0,Normal
2023-09-24,48,Power Bank 10000mAh,Elektronik,1,90000,90000,64000,64000,26000,28.89,Normal
2023-09-24,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,86000,86000,24000,21.82,Normal
2023-09-24,41,Senter LED Senter Senter,Elektronik,1,20000,20000,14000,14000,6000,30.0,Normal
2023-09-24,102,Suspending Organizer,Hanger & Penyimpanan,1,20000,20000,15000,15000,5000,25.0,Normal
2023-09-24,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,1,30000,30000,22000,22000,8000,26.67,Normal
2023-09-25,14,Jam Dinding Digital,Elektronik,1,30000,30000,22000,22000,8000,26.67,Normal
2023-09-25,33,Kemeja Katun Slim Fit,Clothing & Fashion,1,65000,65000,51000,51000,14000,21.54,Normal
2023-09-25,25,Gantungan Kunci Lucu,Aksesori Umum,10,5000,50000,3000,30000,20000,40.0,Normal
2023-09-25,12,Gantungan Baju Plastik,Perlengkapan Rumah,25,2500,62500,1000,25000,37500,60.0,Normal
2023-09-25,47,Smartwatch Basic,Elektronik,1,120000,120000,88000,88000,32000,26.67,Normal
2023-09-26,101,Gantungan Tas Dinding,Hanger & Penyimpanan,3,15000,45000,11000,33000,12000,26.67,Normal
2023-09-26,17,Kipas Angin Standing,Elektronik,1,120000,120000,87000,87000,33000,27.5,Normal
2023-09-26,48,Power Bank 10000mAh,Elektronik,1,90000,90000,66000,66000,24000,26.67,Normal
2023-09-26,84,Masker Wajah Sheet,Kecantikan & Perawatan,6,8000,48000,6000,36000,12000,25.0,Normal
2023-09-26,119,Box Makanan 600ml,Perlengkapan Rumah,4,10000,40000,7000,28000,12000,30.0,Normal
2023-09-26,21,Set Sendok Garpu Emas,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-09-26,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,35000,35000,10000,22.22,Normal
2023-09-27,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,56000,56000,19000,25.33,Normal
2023-09-27,56,Kotak Perhiasan Kayu,Perlengkapan Rumah,1,35000,35000,26000,26000,9000,25.71,Normal
2023-09-27,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,56000,56000,19000,25.33,Normal
2023-09-27,108,Gantungan Baju Dinding,Hanger & Penyimpanan,3,15000,45000,11000,33000,12000,26.67,Normal
2023-09-28,79,Pewangi Ruangan,Kecantikan & Perawatan,3,15000,45000,10000,30000,15000,33.33,Normal
2023-09-28,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,115000,115000,35000,23.33,Normal
2023-09-28,3,Charger USB-C,Elektronik,2,20000,40000,14000,28000,12000,30.0,Normal
2023-09-28,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,57000,57000,18000,24.0,Normal
2023-09-28,50,Router WiFi Portabel,Elektronik,1,160000,160000,124000,124000,36000,22.5,Normal
2023-09-28,51,Bola Lampu LED 10W,Elektronik,3,20000,60000,15000,45000,15000,25.0,Normal
2023-09-28,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,35000,35000,15000,30.0,Normal
2023-09-29,37,Sepatu Sneakers Pria,Footwear,1,110000,110000,86000,86000,24000,21.82,Normal
2023-09-29,1,Lampu LED 5W,Elektronik,3,15000,45000,11000,33000,12000,26.67,Normal
2023-09-29,47,Smartwatch Basic,Elektronik,1,120000,120000,94000,94000,26000,21.67,Normal
2023-09-29,62,Gelas Minum Plastik,Perlengkapan Rumah,6,8000,48000,6000,36000,12000,25.0,Normal
2023-09-29,55,Payung Golf Besar,Aksesori Umum,2,30000,60000,21000,42000,18000,30.0,Normal
2023-09-29,119,Box Makanan 600ml,Perlengkapan Rumah,7,10000,70000,7000,49000,21000,30.0,Normal
2023-09-29,96,Sepatu Sandal Jepit,Footwear,2,25000,50000,17000,34000,16000,32.0,Normal
2023-09-30,20,Termos Air Panas,Perlengkapan Rumah,1,35000,35000,26000,26000,9000,25.71,Normal
2023-09-30,27,Penampung Sampah Rumah,Perlengkapan Rumah,1,22000,22000,15000,15000,7000,31.82,Normal
2023-09-30,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,85000,85000,35000,29.17,Normal
2023-09-30,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,1,30000,30000,21000,21000,9000,30.0,Normal
2023-10-02,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-02,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,48000,48000,17000,26.15,Decline
2023-10-02,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,30000,30000,10000,25.0,Decline
2023-10-02,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,33000,33000,12000,26.67,Decline
2023-10-03,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,69000,69000,21000,23.33,Decline
2023-10-03,50,Router WiFi Portabel,Elektronik,1,160000,160000,117000,117000,43000,26.88,Decline
2023-10-03,112,Holder HP Mobil,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-03,98,Kipas Angin DC,Elektronik,1,40000,40000,31000,31000,9000,22.5,Decline
2023-10-03,88,Lip Balm,Kecantikan & Perawatan,3,12000,36000,9000,27000,9000,25.0,Decline
2023-10-03,85,Lotion Tubuh,Kecantikan & Perawatan,1,30000,30000,21000,21000,9000,30.0,Decline
2023-10-04,30,Lap Microfiber,Perlengkapan Rumah,2,15000,30000,10000,20000,10000,33.33,Decline
2023-10-04,33,Kemeja Katun Slim Fit,Clothing & Fashion,1,65000,65000,46000,46000,19000,29.23,Decline
2023-10-04,102,Suspending Organizer,Hanger & Penyimpanan,2,20000,40000,15000,30000,10000,25.0,Decline
2023-10-04,109,Tempat Kartu Kulit,Aksesori Umum,2,20000,40000,14000,28000,12000,30.0,Decline
2023-10-05,109,Tempat Kartu Kulit,Aksesori Umum,2,20000,40000,14000,28000,12000,30.0,Decline
2023-10-05,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Decline
2023-10-05,71,Kipas Angin Kecil,Elektronik,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-05,23,Tas Belanja Lipat,Aksesori Umum,4,10000,40000,7000,28000,12000,30.0,Decline
2023-10-05,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,52000,52000,23000,30.67,Decline
2023-10-05,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,36000,36000,14000,28.0,Decline
2023-10-05,12,Gantungan Baju Plastik,Perlengkapan Rumah,15,2500,37500,1000,15000,22500,60.0,Decline
2023-10-05,16,Kursi Lipat Ringan,Furniture Ringan,1,70000,70000,50000,50000,20000,28.57,Decline
2023-10-06,16,Kursi Lipat Ringan,Furniture Ringan,1,70000,70000,49000,49000,21000,30.0,Decline
2023-10-06,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-06,57,Kipas Angin Meja,Elektronik,1,60000,60000,47000,47000,13000,21.67,Decline
2023-10-06,52,Charger Wireless,Elektronik,1,55000,55000,39000,39000,16000,29.09,Decline
2023-10-06,107,Hiasan Dinding Minimalis,Home & Living,1,30000,30000,23000,23000,7000,23.33,Decline
2023-10-06,13,Tempat Makan Plastik,Perlengkapan Rumah,3,10000,30000,7000,21000,9000,30.0,Decline
2023-10-06,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,81000,81000,29000,26.36,Decline
2023-10-07,102,Suspending Organizer,Hanger & Penyimpanan,1,20000,20000,14000,14000,6000,30.0,Decline
2023-10-07,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,30000,30000,10000,25.0,Decline
2023-10-07,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,36000,36000,14000,28.0,Decline
2023-10-07,70,Lampu Emergency,Elektronik,1,35000,35000,25000,25000,10000,28.57,Decline
2023-10-07,98,Kipas Angin DC,Elektronik,1,40000,40000,28000,28000,12000,30.0,Decline
2023-10-07,21,Set Sendok Garpu Emas,Perlengkapan Rumah,1,15000,15000,10000,10000,5000,33.33,Decline
2023-10-07,50,Router WiFi Portabel,Elektronik,1,160000,160000,124000,124000,36000,22.5,Decline
2023-10-07,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,100000,100000,30000,23.08,Decline
2023-10-08,57,Kipas Angin Meja,Elektronik,1,60000,60000,44000,44000,16000,26.67,Decline
2023-10-08,98,Kipas Angin DC,Elektronik,1,40000,40000,28000,28000,12000,30.0,Decline
2023-10-08,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,55000,55000,20000,26.67,Decline
2023-10-09,74,Sarung Baju Jas,Hanger & Penyimpanan,3,12000,36000,8000,24000,12000,33.33,Decline
2023-10-09,112,Holder HP Mobil,Aksesori Umum,2,20000,40000,15000,30000,10000,25.0,Decline
2023-10-09,46,Earphone In-Ear,Elektronik,1,25000,25000,18000,18000,7000,28.0,Decline
2023-10-09,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,49000,49000,16000,24.62,Decline
2023-10-09,35,Topi Baseball,Clothing & Fashion,1,15000,15000,10000,10000,5000,33.33,Decline
2023-10-09,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,58000,58000,17000,22.67,Decline
2023-10-09,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,38000,38000,12000,24.0,Decline
2023-10-10,56,Kotak Perhiasan Kayu,Perlengkapan Rumah,1,35000,35000,25000,25000,10000,28.57,Decline
2023-10-10,105,Tempat Tisu Meja,Home & Living,2,12000,24000,9000,18000,6000,25.0,Decline
2023-10-10,119,Box Makanan 600ml,Perlengkapan Rumah,4,10000,40000,7000,28000,12000,30.0,Decline
2023-10-11,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,14000,14000,6000,30.0,Decline
2023-10-11,81,Shampoo Botol,Kecantikan & Perawatan,1,25000,25000,17000,17000,8000,32.0,Decline
2023-10-11,49,Flashdisk 64GB,Elektronik,1,120000,120000,84000,84000,36000,30.0,Decline
2023-10-11,52,Charger Wireless,Elektronik,1,55000,55000,39000,39000,16000,29.09,Decline
2023-10-12,69,Mini Fan USB,Elektronik,1,25000,25000,19000,19000,6000,24.0,Decline
2023-10-12,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,91000,91000,39000,30.0,Decline
2023-10-12,74,Sarung Baju Jas,Hanger & Penyimpanan,3,12000,36000,8000,24000,12000,33.33,Decline
2023-10-12,43,Mouse Wireless,Elektronik,1,30000,30000,23000,23000,7000,23.33,Decline
2023-10-12,91,Thermometer Digital,Kesehatan,1,50000,50000,37000,37000,13000,26.0,Decline
2023-10-12,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,1,25000,25000,18000,18000,7000,28.0,Decline
2023-10-12,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,94000,94000,36000,27.69,Decline
2023-10-12,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,105000,105000,45000,30.0,Decline
2023-10-13,14,Jam Dinding Digital,Elektronik,1,30000,30000,21000,21000,9000,30.0,Decline
2023-10-13,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,19000,19000,6000,24.0,Decline
2023-10-13,26,Jam Alarm Meja,Elektronik,1,18000,18000,14000,14000,4000,22.22,Decline
2023-10-13,112,Holder HP Mobil,Aksesori Umum,1,20000,20000,14000,14000,6000,30.0,Decline
2023-10-14,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-14,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,1,12000,12000,8000,8000,4000,33.33,Decline
2023-10-14,53,Sarung Bantal 2 pcs,Home & Living,1,25000,25000,17000,17000,8000,32.0,Decline
2023-10-14,79,Pewangi Ruangan,Kecantikan & Perawatan,1,15000,15000,11000,11000,4000,26.67,Decline
2023-10-14,79,Pewangi Ruangan,Kecantikan & Perawatan,1,15000,15000,11000,11000,4000,26.67,Decline
2023-10-14,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,60000,60000,25000,29.41,Decline
2023-10-14,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,65000,65000,25000,27.78,Decline
2023-10-14,68,Vas Bunga Plastik,Perlengkapan Rumah,1,15000,15000,10000,10000,5000,33.33,Decline
2023-10-14,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,98000,98000,32000,24.62,Decline
2023-10-15,12,Gantungan Baju Plastik,Perlengkapan Rumah,5,2500,12500,1000,5000,7500,60.0,Decline
2023-10-15,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,38000,38000,12000,24.0,Decline
2023-10-15,41,Senter LED Senter Senter,Elektronik,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-16,102,Suspending Organizer,Hanger & Penyimpanan,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-16,84,Masker Wajah Sheet,Kecantikan & Perawatan,3,8000,24000,6000,18000,6000,25.0,Decline
2023-10-16,100,Senter LED Waterproof,Elektronik,1,30000,30000,23000,23000,7000,23.33,Decline
2023-10-16,41,Senter LED Senter Senter,Elektronik,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-16,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,58000,58000,17000,22.67,Decline
2023-10-16,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,17000,17000,8000,32.0,Decline
2023-10-16,103,Kotak Obat Plastik,Home & Living,1,18000,18000,13000,13000,5000,27.78,Decline
2023-10-16,73,Remote Universal,Elektronik,2,15000,30000,11000,22000,8000,26.67,Decline
2023-10-17,2,Power Bank 2000mAh,Elektronik,1,35000,35000,26000,26000,9000,25.71,Decline
2023-10-17,57,Kipas Angin Meja,Elektronik,1,60000,60000,47000,47000,13000,21.67,Decline
2023-10-17,23,Tas Belanja Lipat,Aksesori Umum,3,10000,30000,7000,21000,9000,30.0,Decline
2023-10-18,7,Setrika Mini,Alat Rumah Tangga,1,50000,50000,39000,39000,11000,22.0,Decline
2023-10-18,103,Kotak Obat Plastik,Home & Living,1,18000,18000,13000,13000,5000,27.78,Decline
2023-10-18,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,37000,37000,13000,26.0,Decline
2023-10-18,37,Sepatu Sneakers Pria,Footwear,1,110000,110000,80000,80000,30000,27.27,Decline
2023-10-18,114,Kantong HP Anti Air,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-18,42,Kabel Data USB Type-C,Elektronik,2,12000,24000,9000,18000,6000,25.0,Decline
2023-10-19,100,Senter LED Waterproof,Elektronik,1,30000,30000,21000,21000,9000,30.0,Decline
2023-10-19,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,37000,37000,13000,26.0,Decline
2023-10-19,73,Remote Universal,Elektronik,1,15000,15000,11000,11000,4000,26.67,Decline
2023-10-19,5,Headphone Earbuds,Elektronik,1,45000,45000,33000,33000,12000,26.67,Decline
2023-10-19,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,14000,14000,6000,30.0,Decline
2023-10-19,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-19,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,43000,43000,17000,28.33,Decline
2023-10-19,56,Kotak Perhiasan Kayu,Perlengkapan Rumah,1,35000,35000,26000,26000,9000,25.71,Decline
2023-10-19,26,Jam Alarm Meja,Elektronik,1,18000,18000,14000,14000,4000,22.22,Decline
2023-10-20,96,Sepatu Sandal Jepit,Footwear,1,25000,25000,18000,18000,7000,28.0,Decline
2023-10-20,89,Hand Sanitizer 60ml,Kesehatan,4,10000,40000,7000,28000,12000,30.0,Decline
2023-10-20,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,17000,17000,8000,32.0,Decline
2023-10-20,53,Sarung Bantal 2 pcs,Home & Living,1,25000,25000,17000,17000,8000,32.0,Decline
2023-10-20,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,24000,24000,11000,31.43,Decline
2023-10-20,25,Gantungan Kunci Lucu,Aksesori Umum,8,5000,40000,3000,24000,16000,40.0,Decline
2023-10-20,13,Tempat Makan Plastik,Perlengkapan Rumah,3,10000,30000,7000,21000,9000,30.0,Decline
2023-10-20,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,64000,64000,26000,28.89,Decline
2023-10-20,92,Oximeter,Kesehatan,1,130000,130000,92000,92000,38000,29.23,Decline
2023-10-21,23,Tas Belanja Lipat,Aksesori Umum,1,10000,10000,7000,7000,3000,30.0,Decline
2023-10-21,5,Headphone Earbuds,Elektronik,1,45000,45000,31000,31000,14000,31.11,Decline
2023-10-21,2,Power Bank 2000mAh,Elektronik,1,35000,35000,24000,24000,11000,31.43,Decline
2023-10-21,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,48000,48000,17000,26.15,Decline
2023-10-22,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-22,2,Power Bank 2000mAh,Elektronik,1,35000,35000,27000,27000,8000,22.86,Decline
2023-10-22,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,58000,58000,17000,22.67,Decline
2023-10-22,69,Mini Fan USB,Elektronik,1,25000,25000,18000,18000,7000,28.0,Decline
2023-10-22,91,Thermometer Digital,Kesehatan,1,50000,50000,35000,35000,15000,30.0,Decline
2023-10-22,92,Oximeter,Kesehatan,1,130000,130000,99000,99000,31000,23.85,Decline
2023-10-22,41,Senter LED Senter Senter,Elektronik,1,20000,20000,14000,14000,6000,30.0,Decline
2023-10-22,14,Jam Dinding Digital,Elektronik,1,30000,30000,23000,23000,7000,23.33,Decline
2023-10-23,22,Kotak Bekal Makanan,Perlengkapan Rumah,1,20000,20000,14000,14000,6000,30.0,Decline
2023-10-23,72,Kabel HDMI 1.5m,Elektronik,1,25000,25000,19000,19000,6000,24.0,Decline
2023-10-23,3,Charger USB-C,Elektronik,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-24,53,Sarung Bantal 2 pcs,Home & Living,1,25000,25000,18000,18000,7000,28.0,Decline
2023-10-24,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,32000,32000,13000,28.89,Decline
2023-10-24,106,Tempat HP Rotan,Home & Living,1,25000,25000,18000,18000,7000,28.0,Decline
2023-10-24,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,43000,43000,17000,28.33,Decline
2023-10-24,111,Casing HP Softcase,Aksesori Umum,1,15000,15000,11000,11000,4000,26.67,Decline
2023-10-24,2,Power Bank 2000mAh,Elektronik,1,35000,35000,26000,26000,9000,25.71,Decline
2023-10-25,49,Flashdisk 64GB,Elektronik,1,120000,120000,94000,94000,26000,21.67,Decline
2023-10-25,118,Colokan Timer,Aksesori Umum,1,40000,40000,29000,29000,11000,27.5,Decline
2023-10-25,86,Parfum Roll On,Kecantikan & Perawatan,1,15000,15000,11000,11000,4000,26.67,Decline
2023-10-25,1,Lampu LED 5W,Elektronik,2,15000,30000,11000,22000,8000,26.67,Decline
2023-10-25,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,38000,38000,12000,24.0,Decline
2023-10-25,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,109000,109000,41000,27.33,Decline
2023-10-26,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,33000,33000,12000,26.67,Decline
2023-10-26,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,2,12000,24000,8000,16000,8000,33.33,Decline
2023-10-26,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,58000,58000,17000,22.67,Decline
2023-10-27,47,Smartwatch Basic,Elektronik,1,120000,120000,91000,91000,29000,24.17,Decline
2023-10-27,41,Senter LED Senter Senter,Elektronik,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-27,33,Kemeja Katun Slim Fit,Clothing & Fashion,1,65000,65000,49000,49000,16000,24.62,Decline
2023-10-28,100,Senter LED Waterproof,Elektronik,1,30000,30000,22000,22000,8000,26.67,Decline
2023-10-28,12,Gantungan Baju Plastik,Perlengkapan Rumah,7,2500,17500,1000,7000,10500,60.0,Decline
2023-10-28,96,Sepatu Sandal Jepit,Footwear,1,25000,25000,18000,18000,7000,28.0,Decline
2023-10-28,26,Jam Alarm Meja,Elektronik,1,18000,18000,13000,13000,5000,27.78,Decline
2023-10-29,12,Gantungan Baju Plastik,Perlengkapan Rumah,6,2500,15000,1000,6000,9000,60.0,Decline
2023-10-29,1,Lampu LED 5W,Elektronik,1,15000,15000,10000,10000,5000,33.33,Decline
2023-10-29,36,Kacamata Hitam Fashion,Clothing & Fashion,1,40000,40000,29000,29000,11000,27.5,Decline
2023-10-29,57,Kipas Angin Meja,Elektronik,1,60000,60000,46000,46000,14000,23.33,Decline
2023-10-29,52,Charger Wireless,Elektronik,1,55000,55000,41000,41000,14000,25.45,Decline
2023-10-29,89,Hand Sanitizer 60ml,Kesehatan,1,10000,10000,7000,7000,3000,30.0,Decline
2023-10-29,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,31000,31000,9000,22.5,Decline
2023-10-30,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,55000,55000,20000,26.67,Decline
2023-10-30,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,33000,33000,12000,26.67,Decline
2023-10-30,101,Gantungan Tas Dinding,Hanger & Penyimpanan,2,15000,30000,11000,22000,8000,26.67,Decline
2023-10-30,25,Gantungan Kunci Lucu,Aksesori Umum,8,5000,40000,3000,24000,16000,40.0,Decline
2023-10-30,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,39000,39000,11000,22.0,Decline
2023-10-30,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,32000,32000,13000,28.89,Decline
2023-10-30,30,Lap Microfiber,Perlengkapan Rumah,2,15000,30000,11000,22000,8000,26.67,Decline
2023-10-30,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,39000,39000,11000,22.0,Decline
2023-10-31,47,Smartwatch Basic,Elektronik,1,120000,120000,94000,94000,26000,21.67,Decline
2023-10-31,91,Thermometer Digital,Kesehatan,1,50000,50000,35000,35000,15000,30.0,Decline
2023-10-31,22,Kotak Bekal Makanan,Perlengkapan Rumah,1,20000,20000,15000,15000,5000,25.0,Decline
2023-10-31,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,28000,28000,12000,30.0,Decline
2023-10-31,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,37000,37000,13000,26.0,Decline
2023-10-31,42,Kabel Data USB Type-C,Elektronik,2,12000,24000,8000,16000,8000,33.33,Decline
2023-11-01,118,Colokan Timer,Aksesori Umum,1,40000,40000,31000,31000,9000,22.5,Decline
2023-11-01,82,Kondisioner Rambut,Kecantikan & Perawatan,1,25000,25000,17000,17000,8000,32.0,Decline
2023-11-01,73,Remote Universal,Elektronik,1,15000,15000,11000,11000,4000,26.67,Decline
2023-11-01,112,Holder HP Mobil,Aksesori Umum,1,20000,20000,14000,14000,6000,30.0,Decline
2023-11-01,22,Kotak Bekal Makanan,Perlengkapan Rumah,1,20000,20000,15000,15000,5000,25.0,Decline
2023-11-01,101,Gantungan Tas Dinding,Hanger & Penyimpanan,1,15000,15000,11000,11000,4000,26.67,Decline
2023-11-01,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,34000,34000,11000,24.44,Decline
